Date,Alert Name,Asset,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used,Summary,Description
01:July:2026 04:21:08,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Memory,16 Core,64.00 GB,149.40 GB,N/A,20.86 GB,43.14 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 60%
Used = 67.4%
ServerDetails = map[company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
01:July:2026 04:25:58,InstanceDown,CA,192.168.1.202,MDS-Rupeeseed-,Product-team,Critical - Instance Down,Stoxkart,N/A,N/A,147.88 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.202",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:Product-team instance:192.168.1.202 job:MDS-Rupeeseed-(MDF)]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:Product-team instance:192.168.1.202 job:MDS-Rupeeseed-(MDF)] has been down for more than 1 minutes.
01:July:2026 04:57:21,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,107.61 GB,342.25 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 76.08%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 04:57:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,24 Core,94.24 GB,449.86 GB,/home,179.94 GB,269.91 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 40% left)
  Available = 23.92GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 05:03:23,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 65%,Memory,16 Core,64.00 GB,149.40 GB,N/A,20.87 GB,43.13 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 65%
  Used = 67.39% 
  ServerDetails = map[company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
01:July:2026 05:08:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,24 Core,94.24 GB,449.86 GB,/home,157.45 GB,292.41 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 35% left)
  Available = 23.92GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 05:21:08,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Memory,16 Core,64.00 GB,149.40 GB,N/A,20.85 GB,43.15 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 60%
Used = 67.42%
ServerDetails = map[company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
01:July:2026 05:57:21,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,107.61 GB,342.25 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 76.08%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 05:57:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,24 Core,94.24 GB,449.86 GB,/home,179.94 GB,269.91 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 40% left)
  Available = 23.92GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 06:08:23,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 65%,Memory,16 Core,64.00 GB,149.40 GB,N/A,20.88 GB,43.12 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 65%
  Used = 67.38% 
  ServerDetails = map[company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
01:July:2026 06:08:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,24 Core,94.24 GB,449.86 GB,/home,157.45 GB,292.41 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 35% left)
  Available = 23.92GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 06:21:08,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Memory,16 Core,64.00 GB,149.40 GB,N/A,20.87 GB,43.13 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 60%
Used = 67.39%
ServerDetails = map[company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
01:July:2026 06:57:21,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,129.06 GB,320.79 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 71.31%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 06:57:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,24 Core,94.24 GB,449.86 GB,/home,179.94 GB,269.91 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 40% left)
  Available = 28.68GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 07:08:23,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 65%,Memory,16 Core,64.00 GB,149.40 GB,N/A,20.85 GB,43.15 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 65%
  Used = 67.42% 
  ServerDetails = map[company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
01:July:2026 07:08:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,24 Core,94.24 GB,449.86 GB,/home,157.45 GB,292.41 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 35% left)
  Available = 28.67GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 07:11:28,InstanceDown,CA,192.168.176.149,DR-DB-LIVE-SERVER,LAMA,Critical - Instance Down,Stoxkart-Moneywise,16 Core,64.00 GB,149.40 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.149",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.176.149 job:DR-DB-LIVE-SERVER]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.176.149 job:DR-DB-LIVE-SERVER] has been down for more than 1 minutes.
01:July:2026 07:16:28,InstanceDown,CA,192.168.176.149,DR-DB-LIVE-SERVER,LAMA,Critical - Instance Down,Stoxkart-Moneywise,16 Core,64.00 GB,149.40 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.176.149",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.176.149 job:DR-DB-LIVE-SERVER]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.176.149 job:DR-DB-LIVE-SERVER] has been down for more than 1 minutes.
01:July:2026 07:21:08,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Memory,16 Core,64.00 GB,149.40 GB,N/A,20.86 GB,43.14 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 60%
Used = 67.41%
ServerDetails = map[company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
01:July:2026 07:26:43,InstanceDown,CA,192.168.1.160,Stoxkart-EBuzz,LAMA,Critical - Instance Down,Stoxkart,12 Core,15.87 GB,164.48 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.160",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.160 job:Stoxkart-EBuzz]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.160 job:Stoxkart-EBuzz] has been down for more than 1 minutes.
01:July:2026 07:26:58,InstanceDown,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical - Instance Down,Stoxkart-Moneywise,16 Core,64.00 GB,211.12 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.161",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect] has been down for more than 1 minutes.
01:July:2026 07:27:28,InstanceDown,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical - Instance Down,Stoxkart-Moneywise,24 Core,62.26 GB,455.64 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.159",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager] has been down for more than 1 minutes.
01:July:2026 07:29:28,InstanceDown,CA,192.168.1.190,Stoxkart-Odin-WebServer,Product-team,Critical - Instance Down,Stoxkart-Moneywise,16 Core,64.00 GB,199.40 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.190",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.190 job:Stoxkart-Odin-WebServer]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.190 job:Stoxkart-Odin-WebServer] has been down for more than 1 minutes.
01:July:2026 07:31:08,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Memory,16 Core,64.00 GB,149.40 GB,N/A,20.84 GB,43.15 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 60%
Used = 67.43%
ServerDetails = map[company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
01:July:2026 07:31:43,InstanceDown,CA,192.168.1.160,Stoxkart-EBuzz,LAMA,Critical - Instance Down,Stoxkart,12 Core,15.87 GB,164.48 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.160",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.160 job:Stoxkart-EBuzz]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.160 job:Stoxkart-EBuzz] has been down for more than 1 minutes.
01:July:2026 07:31:58,InstanceDown,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical - Instance Down,Stoxkart-Moneywise,16 Core,64.00 GB,211.12 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.161",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect] has been down for more than 1 minutes.
01:July:2026 07:33:23,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 65%,Memory,16 Core,64.00 GB,149.40 GB,N/A,20.84 GB,43.15 GB,"Windows Server Memory Usage 65% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 65%
  Used = 67.43% 
  ServerDetails = map[company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
01:July:2026 07:34:28,InstanceDown,CA,192.168.1.190,Stoxkart-Odin-WebServer,Product-team,Critical - Instance Down,Stoxkart-Moneywise,16 Core,64.00 GB,199.40 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.190",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.190 job:Stoxkart-Odin-WebServer]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.190 job:Stoxkart-Odin-WebServer] has been down for more than 1 minutes.
01:July:2026 07:57:21,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,128.93 GB,320.93 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 71.34%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 07:57:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,24 Core,94.24 GB,449.86 GB,/home,179.94 GB,269.91 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 40% left)
  Available = 28.66GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 08:08:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,24 Core,94.24 GB,449.86 GB,/home,157.45 GB,292.41 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 35% left)
  Available = 29.5GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 08:12:28,InstanceDown,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical - Instance Down,Stoxkart-Moneywise,24 Core,62.26 GB,455.64 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.159",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager] has been down for more than 1 minutes.
01:July:2026 08:57:21,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,132.53 GB,317.33 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 70.54%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 08:57:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,24 Core,94.24 GB,449.86 GB,/home,179.94 GB,269.91 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 40% left)
  Available = 29.46GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 09:08:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,24 Core,94.24 GB,449.86 GB,/home,157.45 GB,292.41 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 35% left)
  Available = 31.79GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 09:11:06,WindowsServerDiskSpaceUsage,CA,192.168.1.144,Rupeeseed-Windows-server,LAMA,Critical 50%,Disk,N/A,N/A,146.48 GB,D:,70.66 GB,75.82 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.144, Drive: D:","Disk usage is above 50%
Used = 51.76%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.144 job:Rupeeseed-Windows-server volume:D:]"
01:July:2026 09:18:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 65%,Disk,24 Core,94.24 GB,449.86 GB,/home,157.45 GB,292.41 GB,"LinuxServerRootDiskSpace Usage 65% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 35% left)
  Available = 34.88GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 09:21:38,WindowsServerDiskSpaceUsage,CA,192.168.1.144,Rupeeseed-Windows-server,LAMA,Warning 60%,Disk,N/A,N/A,146.48 GB,D:,58.59 GB,87.89 GB,"Windows Server disk Space Usage 60% - Group: LAMA, Instance: 192.168.1.144, Drive: D:","Disk usage is more than 60%
  Free Space = 69.22GB 
  ServerDetails = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.144 job:Rupeeseed-Windows-server volume:D:]"
01:July:2026 09:21:38,WindowsServerDiskSpaceUsage,CA,192.168.1.144,Rupeeseed-Windows-server,LAMA,Critical 65%,Disk,N/A,N/A,146.48 GB,D:,51.27 GB,95.21 GB,"Windows Server disk Space Usage 65% - Group: LAMA, Instance: 192.168.1.144, Drive: D:","Disk usage is more than 65%
  Free Space = 69.22GB 
  ServerDetails = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.144 job:Rupeeseed-Windows-server volume:D:]"
01:July:2026 09:32:53,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Warning 60%,Disk,24 Core,94.24 GB,449.86 GB,/home,179.94 GB,269.91 GB,"LinuxServerRootDiskSpace Usage 60% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk is almost full (< 40% left)
  Available = 39.46GB 
  ServerDetails = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 09:43:23,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Memory,16 Core,64.00 GB,149.40 GB,N/A,25.45 GB,38.55 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 60%
Used = 60.24%
ServerDetails = map[company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
01:July:2026 09:57:21,LinuxServerRootDiskSpace,CA,192.168.1.172,Stoxkart-RupeeSeed,LAMA,Critical 50%,Disk,24 Core,94.24 GB,449.86 GB,/home,200.05 GB,249.81 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.172, Mountpoint: /home","Disk usage is above 50%
Used = 55.53%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.1.172 job:Stoxkart-RupeeSeed mountpoint:/home]"
01:July:2026 10:11:06,WindowsServerDiskSpaceUsage,CA,192.168.1.144,Rupeeseed-Windows-server,LAMA,Critical 50%,Disk,N/A,N/A,146.48 GB,D:,4.39 GB,142.09 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.144, Drive: D:","Disk usage is above 50%
Used = 97%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.144 job:Rupeeseed-Windows-server volume:D:]"
01:July:2026 10:21:38,WindowsServerDiskSpaceUsage,CA,192.168.1.144,Rupeeseed-Windows-server,LAMA,Warning 60%,Disk,N/A,N/A,146.48 GB,D:,58.59 GB,87.89 GB,"Windows Server disk Space Usage 60% - Group: LAMA, Instance: 192.168.1.144, Drive: D:","Disk usage is more than 60%
  Free Space = 97GB 
  ServerDetails = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.144 job:Rupeeseed-Windows-server volume:D:]"
01:July:2026 10:21:38,WindowsServerDiskSpaceUsage,CA,192.168.1.144,Rupeeseed-Windows-server,LAMA,Critical 65%,Disk,N/A,N/A,146.48 GB,D:,51.27 GB,95.21 GB,"Windows Server disk Space Usage 65% - Group: LAMA, Instance: 192.168.1.144, Drive: D:","Disk usage is more than 65%
  Free Space = 97GB 
  ServerDetails = map[Asset:CA company:Stoxkart-Moneywise group:LAMA group1:Moneywise instance:192.168.1.144 job:Rupeeseed-Windows-server volume:D:]"
