Date,Alert Name,Asset,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used,Summary,Description
02:August:2026 23:29:21,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,225.77 GB,229.87 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.45%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
02:August:2026 23:40:44,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 51.23GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
03:August:2026 00:02:53,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Memory,16 Core,64.00 GB,149.40 GB,N/A,25.53 GB,38.47 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 60%
Used = 60.11%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
03:August:2026 00:06:27,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Warning 60%,Disk,16 Core,64.00 GB,292.97 GB,D:,117.19 GB,175.78 GB,"Windows Server disk Space Usage 60% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is more than 60%
  Free Space = 61.82GB 
  ServerDetails = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
03:August:2026 00:07:53,WindowsServerMemoryUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Memory,16 Core,64.00 GB,149.40 GB,N/A,25.59 GB,38.41 GB,"Windows Server Memory Usage 60% - Group: LAMA, Instance: 192.168.1.155","Memory usage is more than 60%
Used = 60.02%
ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer]"
03:August:2026 00:10:37,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,283.50 GB,316.50 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 52.75%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
03:August:2026 00:13:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,137.03 GB,162.95 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 54.32%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
03:August:2026 00:15:38,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,111.85 GB,181.11 GB,"Windows Server Disk Space Usage >50% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is above 50%
Used = 61.82%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
03:August:2026 00:16:22,LinuxServerRootDiskSpace,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,24 Core,78.49 GB,299.85 GB,/home,130.02 GB,169.84 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.154, Mountpoint: /home","Disk usage is above 50%
Used = 56.64%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR mountpoint:/home]"
03:August:2026 00:25:51,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.42 GB,338.58 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.43%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
03:August:2026 00:29:21,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,224.81 GB,230.83 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.66%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
03:August:2026 00:35:53,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Disk,16 Core,64.00 GB,299.98 GB,F:,119.99 GB,179.99 GB,"Windows Server disk Space Usage 60% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is more than 60%
  Free Space = 61.61GB 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
03:August:2026 00:40:44,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 53.06GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
03:August:2026 01:03:36,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,146.26 GB,171.08 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 53.91%
Server Details = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
03:August:2026 01:03:36,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,146.26 GB,171.08 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 53.91%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
03:August:2026 01:06:27,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Warning 60%,Disk,16 Core,64.00 GB,292.97 GB,D:,117.19 GB,175.78 GB,"Windows Server disk Space Usage 60% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is more than 60%
  Free Space = 61.82GB 
  ServerDetails = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
03:August:2026 01:10:37,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,283.50 GB,316.50 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 52.75%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
03:August:2026 01:13:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,115.16 GB,184.82 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 61.61%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
03:August:2026 01:13:36,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,141.79 GB,175.55 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 55.32%
Server Details = map[Asset:CA company:Stoxkart device:rootfs fstype:rootfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
03:August:2026 01:13:36,LinuxServerRootDiskSpace,CA,192.168.176.155,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,16 Core,109.99 GB,317.34 GB,/,141.79 GB,175.55 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.155, Mountpoint: /","Disk usage is above 50%
Used = 55.32%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-root fstype:xfs group:LAMA instance:192.168.176.155 job:Stoxkart-RupeeSeed-DR mountpoint:/]"
03:August:2026 01:15:38,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,111.85 GB,181.11 GB,"Windows Server Disk Space Usage >50% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is above 50%
Used = 61.82%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
03:August:2026 01:16:22,LinuxServerRootDiskSpace,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,24 Core,78.49 GB,299.85 GB,/home,130.02 GB,169.84 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.154, Mountpoint: /home","Disk usage is above 50%
Used = 56.64%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR mountpoint:/home]"
03:August:2026 01:25:51,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.42 GB,338.58 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.43%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
03:August:2026 01:29:21,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,224.63 GB,231.01 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.7%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
03:August:2026 01:35:53,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Disk,16 Core,64.00 GB,299.98 GB,F:,119.99 GB,179.99 GB,"Windows Server disk Space Usage 60% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is more than 60%
  Free Space = 61.61GB 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
03:August:2026 01:40:44,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 54.52GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
03:August:2026 02:06:27,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Warning 60%,Disk,16 Core,64.00 GB,292.97 GB,D:,117.19 GB,175.78 GB,"Windows Server disk Space Usage 60% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is more than 60%
  Free Space = 63.63GB 
  ServerDetails = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
03:August:2026 02:10:37,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,283.50 GB,316.50 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 52.75%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
03:August:2026 02:13:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,115.16 GB,184.82 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 61.61%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
03:August:2026 02:15:38,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,106.55 GB,186.41 GB,"Windows Server Disk Space Usage >50% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is above 50%
Used = 63.63%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
03:August:2026 02:16:22,LinuxServerRootDiskSpace,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,24 Core,78.49 GB,299.85 GB,/home,130.02 GB,169.84 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.154, Mountpoint: /home","Disk usage is above 50%
Used = 56.64%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR mountpoint:/home]"
03:August:2026 02:25:51,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.30 GB,338.70 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.45%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
03:August:2026 02:29:21,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,224.45 GB,231.19 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.74%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
03:August:2026 02:33:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,115.16 GB,184.82 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 61.61%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
03:August:2026 02:34:21,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,224.45 GB,231.19 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.74%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
03:August:2026 02:35:36,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,115.16 GB,184.82 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 61.61%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
03:August:2026 02:35:36,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,224.40 GB,231.24 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.75%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
03:August:2026 02:35:53,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Disk,16 Core,64.00 GB,299.98 GB,F:,119.99 GB,179.99 GB,"Windows Server disk Space Usage 60% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is more than 60%
  Free Space = 61.61GB 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
03:August:2026 02:40:44,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 54.88GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
03:August:2026 03:06:27,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Warning 60%,Disk,16 Core,64.00 GB,292.97 GB,D:,117.19 GB,175.78 GB,"Windows Server disk Space Usage 60% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is more than 60%
  Free Space = 63.63GB 
  ServerDetails = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
03:August:2026 03:10:37,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,283.50 GB,316.50 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 52.75%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
03:August:2026 03:16:22,LinuxServerRootDiskSpace,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,24 Core,78.49 GB,299.85 GB,/home,130.02 GB,169.84 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.154, Mountpoint: /home","Disk usage is above 50%
Used = 56.64%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR mountpoint:/home]"
03:August:2026 03:20:38,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,106.55 GB,186.41 GB,"Windows Server Disk Space Usage >50% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is above 50%
Used = 63.63%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
03:August:2026 03:30:51,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.12 GB,338.88 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.48%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
03:August:2026 03:35:36,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,115.16 GB,184.82 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 61.61%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
03:August:2026 03:35:53,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Warning 60%,Disk,16 Core,64.00 GB,299.98 GB,F:,119.99 GB,179.99 GB,"Windows Server disk Space Usage 60% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is more than 60%
  Free Space = 61.61GB 
  ServerDetails = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
